record_id,district,place_name,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic,generation_date,distance_to_river_m_log1p,population_density_per_km2_log1p,rainfall_7d_mm_log1p,monthly_rainfall_mm_log1p,nearest_hospital_km_log1p,nearest_evac_km_log1p,elevation_m_yeojohnson,drainage_index_yeojohnson,ndvi_qmap,ndwi_qmap,built_up_percent_qmap,seasonal_index,terrain_roughness_index,socioeconomic_status_index,extreme_weather_index,generation_year,generation_month,generation_day,generation_dayofyear,generation_quarter,generation_date_missing,distance_to_river_m_invalid_flag,distance_to_river_m_clipped,rainfall_7d_mm_invalid_flag,rainfall_7d_mm_clipped,monthly_rainfall_mm_invalid_flag,monthly_rainfall_mm_clipped,built_up_percent_invalid_flag,built_up_percent_clipped,drainage_index_invalid_flag,drainage_index_clipped,ndvi_invalid_flag,ndvi_clipped,ndwi_invalid_flag,ndwi_clipped,elevation_m_invalid_flag,elevation_m_clipped
F113141,Batticaloa,Welipola East,6.322523,79.675152,17.0,361.4,Wetland,Clay,Tube-well,Off-grid (solar),Poor (unpaved),422.0,28.6,Rural,85.2,193.1,0.379,-0.221,-0.078,Likely,0.0,41.0,2.84,4.39,0.2986,Yes,11196,No,High flood risk; Poor infrastructure,True,2024-09-07,6.743820936955718,6.0473721790462776,4.915587039279585,5.614115104463645,1.3454723665996355,1.6845453849209058,7.517596179989985,0.3445797028249401,-1.4605311820132314,-0.4224827724521058,0.262685760683737,-0.6407033705082896,0.8266309024139218,0.3853260013437432,0.706589174767839,2024,9,7,251,3,0,0,361.4,0,85.2,0,193.1,0,28.6,0,0.379,0,-0.221,0,-0.078,0,17.0
F113142,Galle,Mahapola South,8.236051,80.355476,112.0,422.0,Urban,Silty,Municipal,Grid,No road access,1701.0,31.2,Urban,87.1,238.5,0.319,0.013,-0.074,Unlikely,1.0,31.0,1.99,1.18,0.7786,Yes,11518,No,High flood risk; Poor infrastructure; No road access,True,2025-07-03,6.81278256765896,7.43955930913332,4.929420597195074,5.767290999833941,1.095273387402595,0.7793248768009976,25.17308996074714,0.2939993585630188,-0.5806031682216727,-0.408805119370457,0.3938474176356658,-0.0147233219883189,0.5584122072635223,0.6621572715325806,0.8576427511291986,2025,7,3,184,3,0,0,422.0,0,87.1,0,238.5,0,31.2,0,0.319,0,0.013,0,-0.074,0,112.0
F113143,Matara,Weliwatta East,9.088677,79.812698,81.0,27.0,Forest,Loamy,Municipal,Off-grid (solar),Good (paved),623.0,7.6,Rural,40.4,271.8,0.118,0.496,-0.26,Unlikely,0.0,31.0,1.83,0.38,1.0,Yes,8795,No,Other,True,2025-09-09,6.242996799645859,6.436150368369428,4.517424263854317,5.866384685121588,1.0402767116551463,0.3220834991691133,20.59663670119364,0.1142548945412521,1.164443705970982,-1.1257762007300154,-0.8231716109385887,-0.9707193909011564,0.6999712571810207,0.4494493504467829,0.6423141954826195,2025,9,9,252,3,0,0,27.0,0,40.4,0,271.8,0,7.6,0,0.118,0,0.496,0,-0.26,0,81.0
F113145,Monaragala,Galamulla Central,8.746507,80.698101,102.0,3369.8,Agriculture,Peaty,Well,Grid,Fair,95.0,10.2,Rural,192.6,260.6,0.572,-0.023,0.322,Likely,0.0,59.0,4.06,29.5942400076031,0.4609,No,10858,No,Other,True,2024-12-07,8.257696227412723,4.564348191467836,5.49634558408804,5.834139666849616,1.6213664832993742,3.420811756194245,23.761900717751868,0.4992535321492354,-0.7071400016217955,1.0955556636289017,-0.6674190444558503,-0.5395808181354137,0.6532843935827197,0.4997764153252723,0.6244429119570546,2024,12,7,342,4,0,0,3369.8,0,192.6,0,260.6,0,10.2,0,0.572,0,-0.023,0,0.322,0,102.0
F113149,Mannar,Mahavila South,6.020102,79.695613,160.0,824.0,Plantation,Clay,Municipal,Grid,Poor (unpaved),396.0,1.0,Rural,33.1,113.5,0.287,0.33,-0.106,Unlikely,0.0,20.0,12.37,4.62,0.5365,No,2502,No,Other,True,2024-07-10,7.178848832402508,5.983936280687191,4.43437425033361,5.2713087503490215,2.5930133911138515,1.7263316639055997,31.32290126989622,0.2664851089961358,0.5775565284075048,-0.529301094308674,-5.199337582605575,-0.198018413924376,0.760817904409459,0.3141365214779697,0.6360832290189496,2024,7,10,192,3,0,0,824.0,0,33.1,0,113.5,0,1.0,0,0.287,0,0.33,0,-0.106,0,160.0
F113153,Kilinochchi,Polamulla Central,6.617987,80.461596,62.0,508.1,Urban,Clay,Municipal,Grid,Good (paved),92.0,2.3,Urban,190.1,540.3,0.667,0.222,-0.248,Unlikely,0.0,68.0,1.84,15.57,0.0,No,6286,No,Other,True,2024-12-31,6.903242863723643,4.532599493153256,5.486038312392922,6.432088558224268,1.043804052173115,2.8075938314384716,17.424264814577935,0.5714107367320133,0.2072228334121407,-1.0822649739300676,-1.0932722699878596,-0.3823616448430101,0.7387967782221401,0.6585467145147061,0.8825893513128755,2024,12,31,366,4,0,0,508.1,0,190.1,0,540.3,0,2.3,0,0.667,0,0.222,0,-0.248,0,62.0
F113154,Hambantota,Polagama Central,6.903097,80.815055,52.0,4426.3,Wetland,Sandy,Surface water,Grid,Fair,725.0,19.5,Rural,35.4,124.7,0.645,0.369,0.337,Likely,0.0,90.0,2.99,1.0,1.0,No,7760,No,Other,True,2025-02-17,8.499782043332488,6.587550014824796,4.461292403132244,5.327247675101897,1.383791230901772,0.6931471805599453,15.593036565365727,0.5549138687449827,0.708751856519529,1.1497417570435928,-0.1931431668132398,0.3693269347759559,0.8651360932914997,0.449999429605583,0.6627837320187028,2025,2,17,48,1,0,0,4426.3,0,35.4,0,124.7,0,19.5,0,0.645,0,0.369,0,0.337,0,52.0
F113155,Badulla,Ihalavila North,8.829078,79.689867,870.0,1972.0,Forest,Peaty,Surface water,Grid,Good (paved),90.0,30.3,Rural,44.6,207.2,0.626,0.076,-0.136,Unlikely,0.0,77.0,2.41,0.98,0.5219,No,5651,No,Other,True,2024-01-29,7.807671782039606,4.51085950651685,4.562255984384522,5.664246357822907,1.2267122912954256,0.6830968447064438,86.50560042857013,0.5405649470662476,-0.3335240495476219,-0.6456307492759821,0.3481497443296034,-0.0989223499850312,0.7737481274301217,0.5470626895850418,0.85063334138595,2024,1,29,29,1,0,0,1972.0,0,44.6,0,207.2,0,30.3,0,0.626,0,0.076,0,-0.136,0,870.0
F113161,Hambantota,Pananuwara East,9.175748,81.403286,11.0,786.7,Forest,Loamy,Surface water,Missing,Poor (unpaved),261.0,31.0,Rural,186.8,236.2,0.775,0.397,-0.078,Unlikely,0.0,51.0,5.4,5.82,0.9233,Yes,7793,No,Other,True,2024-08-21,7.149993560340181,5.568344503761097,5.472267976547707,5.760070084755383,1.8562979903656265,1.9198594718553708,5.576807158975968,0.6506464051008066,0.8056920745819013,-0.4224827724521058,0.3857258721466417,-0.5555578026434215,0.7076760637424457,0.4518676285510661,0.7896966406069814,2024,8,21,234,3,0,0,786.7,0,186.8,0,236.2,0,31.0,0,0.775,0,0.397,0,-0.078,0,11.0
F113162,Kandy,Nayapola,9.460901,79.730478,710.0,2421.8,Urban,Sandy,Municipal,Grid,Fair,2314.0,29.5,Urban,12.8,327.4,0.498,0.081,-0.189,Unlikely,0.0,69.0,1.71,6.41,0.6256,No,3137,No,Other,True,2025-06-14,7.975632635005972,7.747164966520335,4.1588730533938865,6.012664655749674,0.9969486348916096,2.0028304393079956,76.67999042041511,0.4413037225839061,-0.3150117233426268,-0.8532504638414669,0.3136936109364138,0.3346052486507744,1.1412133476918251,0.7302436402354286,0.6130110416925972,2025,6,14,165,2,0,0,2421.8,0,12.8,0,327.4,0,29.5,0,0.498,0,0.081,0,-0.189,0,710.0
F113165,Mannar,Galagama Central,7.446007,80.460526,50.0,3750.1,Plantation,Loamy,Well,Grid,Good (paved),1066.0,18.7,Urban,55.2,52.6,0.529,0.673,0.256,Likely,0.0,57.0,1.76,0.99,0.2221,No,2747,No,Other,True,2025-05-05,8.351728220807372,6.9726062513017535,4.667199543857475,4.896126175648982,1.015230679729059,0.688134638736401,15.209943412211974,0.4657744761009061,1.7739218615170371,0.8516751900941525,-0.2329299312764848,0.8917805970426993,0.6617345885596079,0.6768811244720765,0.7435730233364366,2025,5,5,125,2,0,0,3750.1,0,55.2,0,52.6,0,18.7,0,0.529,0,0.673,0,0.256,0,50.0
F113167,Monaragala,Kirikumbura Central,9.808057,80.033719,93.0,1213.9,Urban,Sandy,Municipal,Mixed,Fair,493.0,1.0,Urban,82.8,81.1,0.712,0.003,0.344,Likely,0.0,63.0,39.51072561327628,11.33,0.5203,No,7613,No,Other,True,2024-12-27,7.439146621398937,6.202535517187923,4.8978350095320415,5.089265133231761,3.7015667690086698,2.512035317176253,22.44197141567193,0.6047714906428486,-0.618058864923472,1.174386524713683,-5.199337582605575,-0.3554965690887782,0.816461728541376,0.6286288611876962,0.7140189400631091,2024,12,27,362,4,0,0,1213.9,0,82.8,0,81.1,0,1.0,0,0.712,0,0.003,0,0.344,0,93.0
F113170,Gampaha,Udukanda North,7.641999,81.338584,46.0,3663.6,Forest,Sandy,Well,Grid,Fair,3722.841177646122,58.2,Urban,65.3,216.6,0.315,0.275,0.166,Likely,1.0,25.0,2.08,1.32,0.4415,Yes,20245,No,Poor infrastructure,True,2024-10-02,8.33110400610901,8.222510989164753,4.757885762994086,5.696323293933771,1.1249295969854831,0.8415671856782186,14.4243744500841,0.2905810670807041,0.3870776830245226,0.5163562651199474,1.5684186985875397,-1.0818734998890505,0.660290289780656,0.6278483291842875,0.7742880425965969,2024,10,2,276,4,0,0,3663.6,0,65.3,0,216.6,0,58.2,0,0.315,0,0.275,0,0.166,0,46.0
F113171,Kalutara,Udumulla,9.10489,80.765783,93.0,1856.2,Scrub,Peaty,Municipal,Off-grid (solar),Fair,736.0,1.0,Rural,6.4,106.3,0.638,-0.046,-0.147,Unlikely,0.0,39.0,2.14,2.15,0.5617,No,1726,No,Other,True,2024-07-28,7.759442527775543,6.602587892189336,4.0535114232892075,5.233621878303824,1.144222799920162,1.1474024528375415,22.44197141567193,0.5496384837745099,-0.7918838091374322,-0.6895289039903829,-5.199337582605575,-0.0403993211425233,0.6390566543993501,0.5430554972145087,0.3710984571039495,2024,7,28,210,3,0,0,1856.2,0,6.4,0,106.3,0,1.0,0,0.638,0,-0.046,0,-0.147,0,93.0
F113175,Kalutara,Kudapitiya,7.937277,80.02779,10.0,3919.9,Agriculture,Silty,Rainwater harvesting,Grid,Poor (unpaved),316.0,42.1,Rural,65.2,114.2,0.325,0.149,0.246,Likely,0.0,48.0,6.06,9.22,0.4936,Yes,5723,No,Other,True,2025-06-22,8.391017025616422,5.75890177387728,4.757027020551968,5.274898119142445,1.9544450515051504,2.3243465847755584,5.216701388688891,0.2991157209705219,-0.0615126365524982,0.810909895029389,0.9070802442763028,0.500261911906426,0.5600863060309269,0.4985474795318543,0.5541517070738904,2025,6,22,173,2,0,0,3919.9,0,65.2,0,114.2,0,42.1,0,0.325,0,0.149,0,0.246,0,10.0
F113176,Gampaha,Nayanuwara,8.319607,80.829294,3.0,1289.7,Plantation,Peaty,Municipal,Grid,Poor (unpaved),659.0,43.9,Rural,118.9,65.0,0.44,0.146,0.118,Likely,1.0,39.0,7.1,0.71,0.5029,No,2733,No,Other,True,2025-06-14,7.482736835302927,6.492239835020471,5.1363827256463646,4.98477423414834,2.0918640616783932,0.5364933705145685,2.131480646462508,0.3947312674296928,-0.0728293162000558,0.329547705774435,0.9774865599420672,0.5049667610949664,0.63004117225009,0.4683667802286457,0.6893020452781661,2025,6,14,165,2,0,0,1289.7,0,118.9,0,65.0,0,43.9,0,0.44,0,0.146,0,0.118,0,3.0
F113177,Mullaitivu,Panawatta West,6.927239,79.907137,-54.18418466244815,1396.9,Scrub,Peaty,Well,Grid,Good (paved),864.0,1.0,Rural,89.2,1093.483424232027,0.738,-0.103,-0.405,Unlikely,0.0,58.0,4.29,1.9,1.0,No,5920,No,Other,True,2024-05-09,7.541310484257832,6.762729506931879,4.944490919540012,7.068728911050509,1.665818245870208,1.0647107369924282,-207.5497616975885,0.6238188453845417,-0.9937998476648136,-1.694922676668298,-5.199337582605575,0.8572585372289044,0.4037328038016916,0.4199063683654179,0.818605696753142,2024,5,9,130,2,0,0,1396.9,0,89.2,0,1093.483424232027,0,1.0,0,0.738,0,-0.103,0,-0.405,1,0.0
F113178,Kegalle,Welipitiya West,6.096266,79.688191,40.0,1212.0,Bare Soil,Sandy,Well,Grid,Poor (unpaved),1371.0,25.6,Urban,71.5,94.7,0.805,0.216,-0.005,Unlikely,0.0,50.0,5.18,5.77,0.6187,Yes,2320,No,Other,True,2025-01-11,7.43802920280191,7.22402480828583,4.809737120125422,5.169748332330023,1.8213182714695997,1.9125010869241836,13.191397374022392,0.6721650688663408,0.1854796339652766,-0.1321130235613776,0.1131521762407486,0.1045637612920046,0.9028897677730838,0.6027627843017253,0.7706121411104131,2025,1,11,11,1,0,0,1212.0,0,71.5,0,94.7,0,25.6,0,0.805,0,0.216,0,-0.005,0,40.0
F113179,Colombo,Galathota West,9.255143,79.888673,72.0,1630.8,Scrub,Clay,Tube-well,Grid,No road access,936.0,41.2,Rural,121.6,80.0,0.558,0.189,0.055,Unlikely,0.0,47.0,1.45,8.46,0.4839,Yes,11407,No,Other,True,2024-08-14,7.658320888370929,6.842683282238422,5.1521311415795426,5.082463251230215,0.8960880245566356,2.247072383063787,19.1372795375127,0.4884114075684631,0.0791203001584284,0.0967525295503842,0.8625437144150384,-0.696441296686678,1.4216679275711144,0.418573272072941,0.6689302024760878,2024,8,14,227,3,0,0,1630.8,0,121.6,0,80.0,0,41.2,0,0.558,0,0.189,0,0.055,0,72.0
F113181,Badulla,Mahakanda North,7.230207,80.098616,877.0,3092.2,Urban,Peaty,Surface water,Grid,Good (paved),289.0,24.0,Urban,102.9,197.3,0.66,-0.101,0.588,Likely,0.0,67.0,0.01,7.3,0.9682,Yes,3231,No,Other,True,2024-05-03,8.18300571285587,5.66988092298052,5.037597576745745,5.629312384043358,0.009950330853168,2.1162555148025524,86.91738313598826,0.5661752840036253,-0.9856104168672696,1.94662274838682,0.0363905226932068,0.7828790376128529,0.9922402460786556,0.6765355558126468,0.721062759050464,2024,5,3,124,2,0,0,3092.2,0,102.9,0,197.3,0,24.0,0,0.66,0,-0.101,0,0.588,0,877.0
F113182,Galle,Kiriwatta Central,8.763154,81.038364,116.0,4245.6,Agriculture,Peaty,Surface water,Grid,Good (paved),686.0,48.1,Rural,72.9,5.3,0.595,-0.001,0.06,Unlikely,0.0,62.0,1.54,12.4,1.0,No,1882,No,Other,True,2025-05-11,8.462314054603144,6.532334292222349,4.821082519638029,4.4598041361338305,0.9321640810304452,2.5952547069568657,25.722831281486624,0.5169466135006314,-0.6333171952445414,0.1169408748427369,1.1497417570435928,0.7850148637104037,0.9836636052791734,0.3505743044523208,0.5868196264429051,2025,5,11,131,2,0,0,4245.6,0,72.9,0,5.3,0,48.1,0,0.595,0,-0.001,0,0.06,0,116.0
F113183,Hambantota,Panawatta North,6.190107,80.770746,20.0,2767.5,Agriculture,Peaty,Municipal,Grid,Poor (unpaved),689.0,14.5,Rural,78.9,156.9,0.234,0.189,0.1,Unlikely,0.0,30.0,13.14,9.58,0.1096,Yes,6596,No,Other,True,2024-09-08,8.08791614105893,6.536691597591305,4.868298451497132,5.472567146430256,2.6490076604684267,2.3589654264301534,8.3841619697458,0.2200419393418843,0.0791203001584284,0.2652838681602035,-0.451468876645359,-0.964689178368894,0.6451746623223669,0.3676910094113322,0.711694278543363,2024,9,8,252,3,0,0,2767.5,0,78.9,0,156.9,0,14.5,0,0.234,0,0.189,0,0.1,0,20.0
F113185,Mullaitivu,Weligama,6.850744,81.787578,94.0,1584.4,Scrub,Loamy,Municipal,Grid,Poor (unpaved),313.0,23.4,Rural,22.5,325.8,0.006,-0.239,-0.131,Unlikely,0.0,42.0,0.54,4.38,0.637,Yes,2833,No,High flood risk; Poor infrastructure,True,2025-04-02,7.636171987799948,5.749392985908253,4.299994089325732,6.008740875647124,0.4317824164255378,1.682688374173693,22.5911650416064,0.0059897590299072,-1.529558186142137,-0.6302538248871075,0.0062728846685737,1.0467728898558777,0.5466532650593776,0.3657181573324404,0.8227977414383177,2025,4,2,92,2,0,0,1584.4,0,22.5,0,325.8,0,23.4,0,0.006,0,-0.239,0,-0.131,0,94.0
F113186,Badulla,Mahagama East,7.349671,80.495936,1583.0,237.9,Agriculture,Loamy,Municipal,Mixed,No road access,274.0,11.5,Rural,99.1,313.0,0.667,-0.135,0.163,Likely,0.0,73.0,9.95,1.13,0.608,Yes,10817,No,Other,True,2025-04-01,6.586582260738949,5.616771097666572,5.012629025860979,5.976783736876641,2.3933394562625097,0.7561219797213337,123.21717492095163,0.5714107367320133,-1.1257762007300154,0.5034973903918751,-0.5999365109266501,1.0334283598520078,1.071878536559886,0.518239600400603,0.5444871412332145,2025,4,1,91,2,0,0,237.9,0,99.1,0,313.0,0,11.5,0,0.667,0,-0.135,0,0.163,0,1583.0
F113188,Badulla,Kudavila South,8.70778,80.851561,120.0,5009.8,Agriculture,Loamy,Municipal,Grid,Poor (unpaved),360.0,41.4,Rural,133.2,226.5,0.296,-0.091,0.354,Likely,0.0,30.0,4.64,0.71,0.5386,Yes,6787,No,High flood risk; Poor infrastructure,True,2025-06-24,8.611993741452451,5.8888779583328805,5.217103830017784,5.729029635821156,1.7298840655099674,0.5364933705145685,26.264765630255734,0.2742625820568149,-0.9495472701112364,1.2127505015980071,0.8698463380137418,0.6563403769439861,1.5264098959071872,0.3407676862689165,0.8378564681619011,2025,6,24,175,2,0,0,5009.8,0,133.2,0,226.5,0,41.4,0,0.296,0,-0.091,0,0.354,0,120.0
F113189,Gampaha,Kudavila North,8.144575,80.73111,35.0,25.7,Scrub,Sandy,Well,Grid,Poor (unpaved),249.0,71.0,Rural,99.2,149.9,0.592,-0.112,0.183,Likely,0.0,40.0,9.72,8.4,0.6493,Yes,23262,No,Other,True,2024-12-11,6.240466373590124,5.521460917862246,5.013294143457489,5.442723165931597,2.372111155642656,2.2407096892759584,12.104944106357165,0.5146471148688455,-1.0315087602176445,0.5790394381393529,2.0701485195597797,-0.6169057653024734,0.6060801896501142,0.450195910115613,0.7840515212463736,2024,12,11,346,4,0,0,25.7,0,99.2,0,149.9,0,71.0,0,0.592,0,-0.112,0,0.183,0,35.0
F113190,Trincomalee,Welivila South,6.511629,80.374607,33.0,4145.6,Plantation,Silty,Well,Grid,Good (paved),426.0,25.6,Rural,168.7,5.8,0.048,0.397,0.093,Unlikely,0.0,72.0,7.7,19.36,0.3333,No,865,No,Other,True,2025-08-13,8.440959399854464,6.056784013228625,5.393169978435986,4.465569796800995,2.1633230256605382,3.013572191682322,11.652840654860071,0.0473585510815183,0.8056920745819013,0.2380893279790154,0.1131521762407486,-0.3516768490449325,0.6192886534874963,0.2758039162741121,0.6716978369610004,2025,8,13,225,3,0,0,4145.6,0,168.7,0,5.8,0,25.6,0,0.048,0,0.397,0,0.093,0,33.0
F113191,Kandy,Welipola East,6.440336,80.037074,692.0,1206.4,Urban,Peaty,Tube-well,Grid,Poor (unpaved),1388.0,51.9,Urban,16.3,276.5,0.393,0.207,0.064,Unlikely,0.0,18.0,1.03,13.81,0.4249,Yes,1976,No,Other,True,2024-01-02,7.434728476343357,7.236339342754344,4.212118087987472,5.879612369962448,0.708035793053696,2.6953026282797072,75.51918141457423,0.3562001095709913,0.1511214909306619,0.1346445798518415,1.301190684205984,-0.0693092404733888,0.9794425725505151,0.5789842894567275,0.698204111623293,2024,1,2,2,1,0,0,1206.4,0,16.3,0,276.5,0,51.9,0,0.393,0,0.207,0,0.064,0,692.0
F113192,Kurunegala,Galamedura Central,9.909176,81.75194,109.0,424.8,Agriculture,Clay,Well,Off-grid (solar),Good (paved),552.0,37.4,Rural,166.9,748.4,0.604,0.243,0.012,Unlikely,0.0,64.0,8.96,7.74,0.4112,No,5738,No,Other,True,2024-11-22,6.8158567981387845,6.315358001522335,5.384950729991005,6.720908182536422,2.298577071596507,2.167910189667444,24.75542430310804,0.5238303357086112,0.2743914878600369,-0.0690561248072033,0.6815943390528622,-0.8260344553665403,0.6347405479639497,0.581825068774458,0.7682673666919814,2024,11,22,327,4,0,0,424.8,0,166.9,0,748.4,0,37.4,0,0.604,0,0.243,0,0.012,0,109.0
F113193,Polonnaruwa,Welipitiya North,6.989205,81.528377,35.0,1632.1,Forest,Clay,Surface water,Grid,Good (paved),492.0,1.0,Rural,38.0,293.5,0.436,0.416,0.406,Likely,0.0,95.0,14.39,3.19,0.093,No,2702,No,Other,True,2024-07-28,7.658934429405456,6.20050917404269,4.490873843208152,5.9260471624890405,2.733717947850788,1.4327007339340465,12.104944106357165,0.3914802254749998,0.87719564638236,1.3768460040220964,-5.199337582605575,-3.542318384864951e-05,0.6886782792447655,0.3764530940464221,0.8673269339801528,2024,7,28,210,3,0,0,1632.1,0,38.0,0,293.5,0,1.0,0,0.436,0,0.416,0,0.406,0,35.0
F113194,Jaffna,Polanuwara South,8.181337,80.268901,115.0,627.8,Agriculture,Clay,Surface water,Missing,Good (paved),577.0,1.0,Rural,59.9,373.4,0.485,0.021,0.08,Unlikely,0.0,80.0,1.03,3.07,0.0,No,5848,No,Other,True,2024-01-15,7.0167870227794635,6.359573868672378,4.710424918819792,6.119353173241272,0.708035793053696,1.4036429994545037,25.58614272078721,0.4309558091283478,-0.5467003923959778,0.1880329125389143,-5.199337582605575,0.030996540848361,0.6183471183593665,0.4739865232052644,0.6895585831406225,2024,1,15,15,1,0,0,627.8,0,59.9,0,373.4,0,1.0,0,0.485,0,0.021,0,0.08,0,115.0
F113199,Trincomalee,Udarakanda,9.555259,80.368769,21.0,538.1,Scrub,Peaty,Tube-well,Grid,Fair,56.0,10.0,Rural,0.0,112.9,0.691,-0.699,-0.339,Unlikely,1.0,42.0,1.56,6.09,0.7421,No,455,No,Other,True,2025-01-21,6.932933383839573,4.04305126783455,3.935726994572512,5.2682218608398355,0.9400072584914712,1.958685340544036,8.661310712691641,0.5892662211997164,-3.2872573575504926,-1.4319708910352655,-0.6768541480424048,-0.0887230609260855,0.6844023647749455,0.5133472052106482,0.4498623014631537,2025,1,21,21,1,0,0,538.1,0,0.0,0,112.9,0,10.0,0,0.691,0,-0.699,0,-0.339,0,21.0
F113200,Matara,Pahalakumbura South,9.940184,80.408197,34.0,2867.8,Plantation,Peaty,Rainwater harvesting,Grid,Poor (unpaved),643.0,7.7,Rural,34.7,334.0,0.404,0.447,0.149,Likely,0.0,25.0,0.61,2.89,0.3029,Yes,14944,No,Other,True,2024-07-29,8.118265989663092,6.467698726104354,4.45317635614982,6.02868945019045,0.4762341789963716,1.358409157630355,11.880243289322328,0.365283749671533,0.991746254502442,0.4500801451366227,-0.8179015356232606,0.0064219299956484,0.5790670758693558,0.3936769731815095,0.7873558353919475,2024,7,29,211,3,0,0,2867.8,0,34.7,0,334.0,0,7.7,0,0.404,0,0.447,0,0.149,0,34.0
F113201,Mannar,Galamulla North,6.288504,81.511265,112.0,260.4,Wetland,Silty,Municipal,Grid,Fair,703.0,25.0,Rural,7.8,144.9,0.533,-0.155,-0.026,Likely,1.0,33.0,3.07,0.99,0.4331,Yes,7267,No,High flood risk; Poor infrastructure,True,2025-09-20,6.617132554235395,6.556778356158042,4.07752656393821,5.420847211490303,1.4036429994545037,0.688134638736401,25.17308996074714,0.4689112948845059,-1.1946284406765848,-0.2162038805648954,0.0828963781679446,-0.7225830913962568,0.7352671204064534,0.3875126799336776,0.6680758273940205,2025,9,20,263,3,0,0,260.4,0,7.8,0,144.9,0,25.0,0,0.533,0,-0.155,0,-0.026,0,112.0
F113202,Ratnapura,Mahawatta,8.312858,81.572127,113.0,324.1,Agriculture,Sandy,Missing,Missing,Poor (unpaved),419.0,27.6,Rural,154.9,382.6,0.388,-0.001,0.06,Unlikely,1.0,21.0,4.29,5.46,0.3855,Yes,7422,No,High flood risk; Poor infrastructure,True,2025-06-11,6.698881614789308,6.040254711277414,5.328358373313247,6.139389970840308,1.665818245870208,1.8656293177945105,25.311278225862424,0.3520576488205206,-0.6333171952445414,0.1169408748427369,0.2110697649159573,0.3755429260143731,0.8735088954567594,0.4668574998735136,0.8310637906826042,2025,6,11,162,2,0,0,324.1,0,154.9,0,382.6,0,27.6,0,0.388,0,-0.001,0,0.06,0,113.0
F113203,Mullaitivu,Nayakanda Central,6.427715,80.133021,83.0,2149.6,Missing,Clay,Surface water,Grid,Good (paved),141.0,6.3,Rural,97.6,34.9,0.753,-0.192,0.276,Likely,0.0,46.0,42.14,0.82,0.7868,No,2588,No,Other,True,2024-09-05,7.877396333258856,4.955827057601261,5.002598808447542,4.754198376617672,3.7644506409610106,0.598836501088704,20.91166966261237,0.6347337972523348,-1.3453589765946237,0.9261763243026124,-0.8883093448377877,-0.8292800419289909,0.8392920297651808,0.3612138568823629,0.8247196439479314,2024,9,5,249,3,0,0,2149.6,0,97.6,0,34.9,0,6.3,0,0.753,0,-0.192,0,0.276,0,83.0
F113205,Hambantota,Welimedura Central,7.541467,80.376741,0.0,2790.6,Agriculture,Clay,Tube-well,Grid,Fair,975.0,47.5,Rural,69.0,70.4,0.76,-0.201,-0.188,Unlikely,0.0,65.0,3.69,11.89,0.9765,Yes,5834,No,Other,True,2025-02-18,8.094988073028661,6.883462586413092,4.789151681699234,5.021051331522696,1.545432582458188,2.556451816951096,0.0,0.6398092004099567,-1.3813636807162488,-0.8480746535481313,1.1257762007300158,0.6047723094157178,0.8722682477610595,0.4383286908435404,0.6205682639721154,2025,2,18,49,1,0,0,2790.6,0,69.0,0,70.4,0,47.5,0,0.76,0,-0.201,0,-0.188,0,0.0
F113206,Polonnaruwa,Pananuwara East,6.687807,80.671221,51.0,527.8,Agriculture,Loamy,Municipal,Off-grid (solar),Poor (unpaved),652.0,25.9,Rural,33.5,186.6,0.544,-0.1,-0.145,Unlikely,0.0,51.0,3.72,29.32,0.5685,No,6248,No,Other,True,2024-01-09,6.922838700470759,6.481577129276431,4.439108022944626,5.590130535423378,1.551808799597464,3.411807560774171,15.402260397180797,0.4775135353554921,-0.9795114633875128,-0.6831778069051377,0.1283172708880572,0.0919821890643014,0.5931393943486895,0.4564696115819243,0.8121488286359047,2024,1,9,9,1,0,0,527.8,0,33.5,0,186.6,0,25.9,0,0.544,0,-0.1,0,-0.145,0,51.0
F113207,Vavuniya,Nayathota Central,7.979206,80.97923,14.0,1953.3,Agriculture,Sandy,Municipal,Grid,Good (paved),298.0,28.8,Rural,124.6,269.9,0.155,0.278,-0.097,Unlikely,0.0,82.0,3.22,5.39,0.9528,No,16617,No,Other,True,2024-05-21,7.800039240682522,5.700443573390686,5.169343333853107,5.8609872601719015,1.4398351280479205,1.8547342683894432,6.588098855770858,0.1486505696898404,0.3979179193672613,-0.4963895171794245,0.2769978177670494,0.8393884058911328,0.6732887248935593,0.5848534733935209,0.7101168006944818,2024,5,21,142,2,0,0,1953.3,0,124.6,0,269.9,0,28.8,0,0.155,0,0.278,0,-0.097,0,14.0
